Date,AM_PM,Species,Bucket,Temperature,Fish_ID_Julia,Fish_ID_Sandi,Activity_1_Julia,Activity_2_Julia,Activity_3_Sandi,Activity_4_Sandi,Aggression_1_Julia,Aggression_2_Julia,Aggression_3_Sandi,Aggression_4_Sandi,Notes_Julia,Notes_Sandi,
20150713,PM,Copper,5,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150713,PM,Copper,5,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150713,PM,Copper,5,,3,3,4,3,3,3,0,0,0,0,Hovering over rock for 16s,Fish 3 emerges from far left,
20150713,PM,Copper,6,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150713,PM,Copper,6,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150713,PM,Copper,6,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150713,PM,Copper,7,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top *Blurry video,
20150713,PM,Copper,7,,2,2,4,4,3,4,0,0,0,0,,Fish 2 in middle,
20150713,PM,Copper,7,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on bottom,
20150713,PM,Copper,7,,4,4,4,4,3,3,0,0,0,0,,Fish 4 in middle under rock,
20150713,PM,Copper,8,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150713,PM,Copper,8,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150713,PM,Copper,8,,3,3,4,4,2,2,0,0,0,0,Hovering over rock most of video,Fish 3 on rock,
20150713,PM,Copper,9,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150713,PM,Copper,9,,2,2,3,3,4,4,0,0,0,0,,Fish 2 on right,
20150713,PM,Copper,9,,3,3,4,4,3,3,0,0,0,0,,Fish 3 hiding on top rock,
20150713,PM,Copper,10,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150713,PM,Copper,10,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on top,
20150713,PM,Copper,10,,3,3,3,3,3,3,0,0,0,0,41s Swimming/ 64s Visible (64%),Fish 3 hiding on rock in middle,
20150713,PM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150713,PM,Copper,11,,2,2,4,4,3,3,0,0,0,0,,Fish 2 in middle,
20150713,PM,Copper,11,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150713,PM,Copper,12,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150713,PM,Copper,12,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150713,PM,Copper,13,,1,1,3,3,4,4,0,0,0,0,35s Swimming/ 65s Visible (54%),Fish 1 in center- higher in water,
20150713,PM,Copper,13,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in center- lower in water,
20150713,PM,Copper,13,,3,3,4,4,2,2,0,0,0,0,,Fish 3 hiding on center rock,
20150713,PM,Copper,14,,1,1,3,4,3,3,0,0,0,0,,Fish 1 upper left,
20150713,PM,Copper,14,,2,2,4,4,4,4,0,0,0,0,,Fish 2 lower left,
20150713,PM,Copper,14,,3,3,4,4,4,4,0,0,0,0,,Fish 3 right,
20150713,PM,Copper,14,,4,4,,,,,,,0,0,Not Visible in Video,Fish 4 not visible,
20150713,PM,Copper,15,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150713,PM,Copper,15,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150714,AM,Copper,1,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on very bottom,
20150714,AM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on top of trio,
20150714,AM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 in middle of trio,
20150714,AM,Copper,1,,4,4,4,4,4,4,0,0,0,0,,Fish 4 on bottom of trio,
20150714,AM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150714,AM,Copper,2,,2,2,4,4,3,4,0,0,0,0,,Fish 2 on right,
20150714,AM,Copper,3,,1,1,2,2,1,1,0,0,0,0,19s Swimming/ 41s Visible (46%),Fish 1 on far left  ,
20150714,AM,Copper,3,,2,2,3,3,3,3,0,0,0,0,41s Swimming/ 62s Visible (66%),Fish 2 in center under rock,
20150714,AM,Copper,3,,3,3,1,1,2,2,0,0,0,0,,Fish 3 comes out after fish 2,
20150714,AM,Copper,3,,4,4,3,3,2,3,0,0,0,0,23s Swimming/ 44s Visible (52%),Fish 4 comes from top,
20150714,AM,Copper,4,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150714,AM,Copper,4,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150714,AM,Copper,4,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150714,AM,Copper,5,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom left,
20150714,AM,Copper,5,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150714,AM,Copper,5,,3,3,4,4,3,4,0,0,0,0,,Fish 3 on the right,
20150714,AM,Copper,6,,1,1,4,4,4,4,0,0,0,0,51s Swimming/ 51s Visible,Fish 1 center left,
20150714,AM,Copper,6,,2,2,4,4,4,4,0,0,0,0,,Fish 2 center right,
20150714,AM,Copper,6,,3,3,4,4,3,3,0,0,0,0,,Fish 3 upper right,
20150714,AM,Copper,7,,1,1,3,3,4,4,0,0,0,0,48s Swimming/ 64s Visible (75%),Fish 1 on left over rock,
20150714,AM,Copper,7,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right above fish 3,
20150714,AM,Copper,7,,3,3,4,4,3,3,0,0,0,0,,Fish 3 on right below fish 2,
20150714,AM,Copper,7,,4,4,3,4,2,3,0,0,0,0,Hovering over rock a lot,"Fish 4 on same rock as fish 1, emerges later",
20150714,AM,Copper,8,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150714,AM,Copper,8,,2,2,4,4,4,4,0,0,0,0,,fish 2 on right,
20150714,AM,Copper,8,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on bottom,
20150714,AM,Copper,9,,1,1,4,4,4,4,0,0,0,0,,"Fish 1 on top of fish 2, high in water",
20150714,AM,Copper,9,,2,2,4,4,4,4,0,0,0,0,50s Swimming/ 50s Visible,Fish 2 just below fish 1,
20150714,AM,Copper,9,,3,3,4,4,4,4,0,0,0,0,,Fish 3 in center of bucket by rock,
20150714,AM,Copper,10,,1,1,3,3,3,3,0,0,0,0,53s Swimming/ 62s Visible (85%),Fish 1 in center,
20150714,AM,Copper,10,,2,2,2,2,4,4,0,0,0,0,7s Swimming/ 62s Visible (11%),Fish 2 on left,
20150714,AM,Copper,10,,3,3,4,4,1,1,0,0,0,0,,Fish 3 on top,
20150714,AM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150714,AM,Copper,11,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150714,AM,Copper,11,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on top,
20150714,AM,Copper,12,,1,1,4,4,3,3,0,0,0,0,,Fish 1 on left,
20150714,AM,Copper,12,,2,2,3,4,4,4,0,0,0,0,Hovering a lot,Fish 2 on right,
20150714,AM,Copper,13,,1,1,4,4,4,4,0,0,0,0,44s Swimming/ 44s Visible,Fish 1 on left,
20150714,AM,Copper,13,,2,2,4,4,2,3,0,0,0,0,,Fish 2 in middle,
20150714,AM,Copper,13,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150714,AM,Copper,14,,1,1,3,3,2,2,0,0,0,0,7s Swimming/ 13s Visible (54%),Fish 1 on center by large rock,
20150714,AM,Copper,14,,2,2,2,2,1,1,0,0,0,0,13s Swimming/ 61s Visible (21%),Fish 2 on bottom by mesh,
20150714,AM,Copper,14,,3,3,1,1,,,0,0,0,0,,Fish 3 not visible,
20150714,AM,Copper,15,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150714,AM,Copper,15,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150715,AM,Copper,1,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150715,AM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in center,
20150715,AM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150715,AM,Copper,1,,4,4,,,,,,,0,0,Not Visible in Video,Fish 4 not visible,
20150715,AM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150715,AM,Copper,2,,2,2,3,4,3,3,0,0,0,0,56s Swimming/ 56s Visible,Fish 2 under rock,
20150715,AM,Copper,3,,1,1,2,2,,,0,0,,0,7s Swimming/ 32s Visible (22%),*Bucket too dark for reliable data*,
20150715,AM,Copper,3,,2,2,3,3,,,0,0,,0,Hovering a lot,*Bucket too dark for reliable data*,
20150715,AM,Copper,3,,3,3,4,4,,,0,0,,0,,*Bucket too dark for reliable data*,
20150715,AM,Copper,3,,4,4,,,,,,,,0,Not Visible in Video,*Bucket too dark for reliable data*,
20150715,AM,Copper,4,,1,1,3,3,2,2,0,0,0,0,44s Swimming/ 65s Visible (68%),Fish 1 on top,
20150715,AM,Copper,4,,2,2,3,4,3,3,0,0,0,0,"Hovering a lot, swimming very slowly",Fish 2 in center by large rock,
20150715,AM,Copper,4,,3,3,4,4,3,3,0,0,0,0,,Fish 3 emerges after fish 2,
20150715,AM,Copper,5,,1,1,4,4,2,3,0,0,0,0,,Fish 1 in center *Lighting too dark to see much*,
20150715,AM,Copper,5,,2,2,4,4,2,2,0,0,0,0,,Fish 2 on right,
20150715,AM,Copper,5,,3,3,1,1,,,0,0,0,0,,Fish 3 not visible,
20150715,AM,Copper,6,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150715,AM,Copper,6,,2,2,,,,,,,0,0,Not Visible in Video,Fish 2 not visible,
20150715,AM,Copper,6,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150715,AM,Copper,7,,1,1,4,4,3,4,0,0,0,0,,Fish 1 on top,
20150715,AM,Copper,7,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150715,AM,Copper,7,,3,3,4,3,3,3,0,0,0,0,,Fish 3 on bottom,
20150715,AM,Copper,7,,4,4,4,4,3,3,0,0,0,0,,Fish 4 on right over rock,
20150715,AM,Copper,8,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150715,AM,Copper,8,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150715,AM,Copper,8,,3,3,1,1,1,1,0,0,0,0,,Fish 3 on bottom,
20150715,AM,Copper,9,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150715,AM,Copper,9,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150715,AM,Copper,9,,3,3,,,1,1,,,0,0,Not Visible in Video,Fish 3 on right on top of rock,
20150715,AM,Copper,10,,1,1,4,4,3,3,0,0,0,0,Hovering over rock for 19s,Fish 1 in center,
20150715,AM,Copper,10,,2,2,4,4,2,2,0,0,0,0,,Fish 2 emerges from left,
20150715,AM,Copper,10,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150715,AM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150715,AM,Copper,11,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150715,AM,Copper,11,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150715,AM,Copper,12,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150715,AM,Copper,12,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150715,AM,Copper,13,,1,1,1,1,1,1,0,0,0,0,,Fish 1 in gap in rocks,
20150715,AM,Copper,13,,2,2,2,2,2,2,0,0,0,0,14s Swimming/ 46s Visible (30%),Fish 2 at top of rocks,
20150715,AM,Copper,13,,3,3,3,3,1,1,0,0,0,0,40s Swimming/ 62s Visible (65%),Fish 3 on right side of rock,
20150715,AM,Copper,14,,1,1,4,4,3,3,0,0,0,0,,Fish 1 on right,
20150715,AM,Copper,14,,2,2,3,3,4,4,0,0,0,0,,Fish 2 on left,
20150715,AM,Copper,14,,3,3,,,1,1,,,0,0,Not Visible in Video,Fish 3 in mesh,
20150715,AM,Copper,15,,1,1,1,1,1,1,0,0,0,0,,Fish in middle of bucket,
20150715,PM,Copper,1,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150715,PM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150715,PM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150715,PM,Copper,1,,4,4,,,,,,,0,0,Not Visible in Video,Fish 4 not visible,
20150715,PM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150715,PM,Copper,2,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150715,PM,Copper,3,,1,1,3,3,4,4,0,0,0,0,33s Swimming/ 42s Visible (79%),Fish 1 emerges first,
20150715,PM,Copper,3,,2,2,4,4,2,2,0,0,0,0,,Fish 2 emerges second,
20150715,PM,Copper,3,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150715,PM,Copper,3,,4,4,,,,,,,0,0,Not Visible in Video,Fish 4 not visible,
20150715,PM,Copper,4,,1,1,4,4,3,4,0,0,0,0,,Fish 1 on top,
20150715,PM,Copper,4,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150715,PM,Copper,4,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on bottom,
20150715,PM,Copper,5,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on bottom,
20150715,PM,Copper,5,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150715,PM,Copper,5,,3,3,2,2,3,3,0,0,0,0,14s Swimming/ 39s Visible (36%),Fish 3 on top under rock ,
20150715,PM,Copper,6,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150715,PM,Copper,6,,2,2,,,,,,,0,0,Not Visible in Video,Fish 2 not visible,
20150715,PM,Copper,6,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150715,PM,Copper,7,,1,1,4,4,2,2,0,0,0,0,,Fish 1 on top,
20150715,PM,Copper,7,,2,2,2,2,4,4,0,0,0,0,8s Swimming/ 62s Visible (13%),Fish 2 on bottom,
20150715,PM,Copper,7,,3,3,4,4,4,4,0,0,0,0,,"Fish 3 in middle, higher in water",
20150715,PM,Copper,7,,4,4,4,4,4,4,0,0,0,0,,"Fish 4 in middle, lower in water",
20150715,PM,Copper,8,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150715,PM,Copper,8,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150715,PM,Copper,8,,3,3,1,1,1,1,0,0,0,0,,Fish 3 on bottom of bucket next to rocks,
20150715,PM,Copper,9,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on middle bottom,
20150715,PM,Copper,9,,2,2,3,4,4,4,0,0,0,0,Hovering a lot,Fish 2 on left by rocks,
20150715,PM,Copper,9,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150715,PM,Copper,10,,1,1,4,4,4,4,0,0,0,0,,Fish 1 higher in water column,
20150715,PM,Copper,10,,2,2,4,4,3,2,0,0,0,0,Hovering a lot in beginning of video,Fish 2 lower in water column,
20150715,PM,Copper,11,,1,1,2,2,4,4,0,0,0,0,19s Swimming/ 61s Visible (31%),Fish 1 on left,
20150715,PM,Copper,11,,2,2,3,3,2,3,0,0,0,0,,Fish 2 on right under top rock,
20150715,PM,Copper,11,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150715,PM,Copper,12,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150715,PM,Copper,12,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150715,PM,Copper,13,,1,1,,,1,1,0,,0,0,Not Visible in Video,Fish 1 on top of rock pile,
20150715,PM,Copper,13,,2,2,,,,,,,0,0,Not Visible in Video,Fish 2 not visible,
20150715,PM,Copper,14,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150715,PM,Copper,14,,2,2,,,,,,,0,0,Not Visible in Video,Fish 2 not visible,
20150715,PM,Copper,14,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150715,PM,Copper,15,,1,1,,,,,,,,0,Not Visible in Video,Fish not visible,
20150716,AM,Copper,1,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150716,AM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150716,AM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150716,AM,Copper,1,,4,4,1,1,1,1,0,0,0,0,,Fish 4 on far right by mesh,
20150716,AM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150716,AM,Copper,2,,2,2,3,4,3,3,0,0,0,0,Hovering a lot by end of video,Fish 2 on bottom,
20150716,AM,Copper,3,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150716,AM,Copper,3,,2,2,4,4,4,4,0,0,0,0,6s Swimming/ 6s Visible,Fish 2 on right,
20150716,AM,Copper,3,,3,3,4,4,2,2,0,0,0,0,,Fish 3 on lower left under rock,
20150716,AM,Copper,4,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in middle,
20150716,AM,Copper,4,,2,2,4,4,3,3,0,0,0,0,,Fish 2 on bottom,
20150716,AM,Copper,4,,3,3,4,4,4,4,0,0,0,0,Hovering over rock a lot,Fish 3 on right,
20150716,AM,Copper,5,,1,1,4,4,1,1,0,0,0,0,,Fish 1 on left by mesh *Difficult lighting,
20150716,AM,Copper,5,,2,2,3,4,3,3,0,0,0,0,,Fish 2 on bottom,
20150716,AM,Copper,5,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150716,AM,Copper,6,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150716,AM,Copper,6,,2,2,1,1,,,0,0,0,0,,Fish 2 not visible *Bucket lighting not good,
20150716,AM,Copper,6,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150716,AM,Copper,7,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150716,AM,Copper,7,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150716,AM,Copper,7,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on bottom,
20150716,AM,Copper,7,,4,4,1,1,1,1,0,0,0,0,,Fish 4 between rocks,
20150716,AM,Copper,8,,1,1,3,3,2,3,0,0,0,0,41s Swimming/ 62s Visible (66%),Fish 1 on top,
20150716,AM,Copper,8,,2,2,2,2,3,3,0,0,0,0,9s Swimming/ 62s Visible (15%),Fish 2 by right rock,
20150716,AM,Copper,8,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150716,AM,Copper,9,,1,1,4,4,3,3,0,0,0,0,,Fish 1 in middle,
20150716,AM,Copper,9,,2,2,2,1,,,0,0,0,0,,Fish 2 not visible *Bucket lighting not good,
20150716,AM,Copper,9,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible *Bucket lighting not good,
20150716,AM,Copper,10,,1,1,1,1,,,0,0,0,0,,Fish not visible (bad lighting),
20150716,AM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in middle,
20150716,AM,Copper,11,,2,2,3,3,3,3,0,0,0,0,55s Swimming/ 61s Visible,Fish 2 on right by rock,
20150716,AM,Copper,11,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150716,AM,Copper,12,,1,1,4,4,4,4,0,0,1,1,,Fish 1 on left,
20150716,AM,Copper,12,,2,2,2,2,2,2,0,0,0,0,6s Swimming/ 61s Visible (10%) Only moved when fish 1 swam near by,Fish 2 on right,
20150716,AM,Copper,13,,1,1,2,2,1,1,0,0,0,0,11s Swimming/ 61s Visible (18%),Fish 1 on bottom,
20150716,AM,Copper,13,,2,2,1,1,2,2,0,0,0,0,,Fish 2 on right,
20150716,AM,Copper,14,,1,1,2,2,1,1,0,0,0,0,9s Swimming/ 38s Visible (24%),Fish 1 at bottom,
20150716,AM,Copper,14,,2,2,2,2,2,2,0,0,0,0,2s Swimming/ 9s Visible (22%),Fish 2 between rocks,
20150716,AM,Copper,14,,3,3,4,1,,,0,0,0,0,,Fish 3 not visible,
20150716,AM,Copper,15,,1,1,1,1,1,1,0,0,0,0,,Fish 1 by rock,
20150716,PM,Copper,1,,1,1,1,1,4,4,0,0,0,0,,Fish 1 center left,
20150716,PM,Copper,1,,2,2,1,1,2,2,0,0,0,0,,Fish 2 center right,
20150716,PM,Copper,1,,3,3,3,2,1,1,0,0,0,0,13s Swimming/ 62s Visible (21%),Fish 3 lower left,
20150716,PM,Copper,1,,4,4,4,3,1,1,0,0,0,0,48s Swimming/ 62s Visible(77%),Fish 4 lower right,
20150716,PM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150716,PM,Copper,2,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150716,PM,Copper,3,,1,1,2,2,3,2,0,0,0,0,3s Swimming/ 13s Visible (13%),Fish 1 on left *Blurry video,
20150716,PM,Copper,3,,2,2,2,2,3,3,0,0,0,0,12s Swimming/ 55s Visible (22%),Fish 2 between top two rocks,
20150716,PM,Copper,3,,3,3,4,4,3,3,0,0,0,0,,Fish 3 behind mesh on left,
20150716,PM,Copper,3,,4,4,,,,,,,0,0,Not Visible in Video,Fish 4 not visible,
20150716,PM,Copper,4,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150716,PM,Copper,4,,2,2,4,4,4,4,0,0,0,0,,Fish 2 in middle,
20150716,PM,Copper,4,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150716,PM,Copper,5,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150716,PM,Copper,5,,2,2,4,4,4,4,0,0,0,0,51s Swimming/ 51s Visible,Fish 2 on right,
20150716,PM,Copper,5,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on bottom,
20150716,PM,Copper,6,,1,1,4,4,4,4,0,0,0,0,,Fish 1 swimming in middle of bucket,
20150716,PM,Copper,6,,2,2,3,3,1,1,0,0,0,0,29s Swimming/ 38s Visible (76%),Fish 2 between left and middle rocks,
20150716,PM,Copper,6,,3,3,,,2,2,,,0,0,Not Visible in Video,Fish 3 emerges from left rock,
20150716,PM,Copper,7,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150716,PM,Copper,7,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on middle right,
20150716,PM,Copper,7,,3,3,4,4,3,4,0,0,0,0,,Fish 3 middle left  ,
20150716,PM,Copper,7,,4,4,4,4,4,4,0,0,0,0,,Fish 4 far left,
20150716,PM,Copper,8,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150716,PM,Copper,8,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150716,PM,Copper,8,,3,3,1,1,1,1,0,0,0,0,,Fish 3 on right under rock  ,
20150716,PM,Copper,9,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top of water column,
20150716,PM,Copper,9,,2,2,1,1,,,0,0,0,0,,Fish 2 not visible,
20150716,PM,Copper,9,,3,3,1,1,,,0,0,0,0,,Fish 3 not visible,
20150716,PM,Copper,10,,1,1,1,1,1,1,0,0,0,0,,Fish in mesh,
20150716,PM,Copper,11,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150716,PM,Copper,11,,2,2,1,1,1,1,0,0,0,0,,Fish 2 on top behind mesh,
20150716,PM,Copper,11,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150716,PM,Copper,12,,1,1,4,4,4,4,3,3,3,3,Lunges at fish 2 3 times,Fish 1 on top; very aggressive towards fish 2,
20150716,PM,Copper,12,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on bottom,
20150716,PM,Copper,13,,1,1,1,1,1,1,0,0,0,0,,Fish 1 in center,
20150716,PM,Copper,13,,2,2,,,,,,,0,0,Not Visible in Video,Fish 2 not visible,
20150716,PM,Copper,14,,1,1,1,1,1,1,0,0,0,0,,Fish 1 on left rock,
20150716,PM,Copper,14,,2,2,,,,,,,0,0,Not Visible in Video,Fish 2 not visible,
20150717,AM,Copper,1,,1,1,4,4,3,4,0,0,0,0,,Fish 1 on top,
20150717,AM,Copper,1,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150717,AM,Copper,1,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150717,AM,Copper,1,,4,4,1,1,1,1,0,0,0,0,,Fish 4 on far right by rock,
20150717,AM,Copper,2,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on left,
20150717,AM,Copper,2,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on right,
20150717,AM,Copper,3,,1,1,2,2,2,2,0,0,0,0,11s Swimming/ 61s Visible (18%),Fish 1 on upper right,
20150717,AM,Copper,3,,2,2,2,2,4,4,0,0,0,0,4s Swimming/ 61s Visible (7%),Fish 2 in center of bucket,
20150717,AM,Copper,3,,3,3,4,4,,,0,0,0,0,,Fish 3 not visible,
20150717,AM,Copper,3,,4,4,,,,,,,0,0,Not Visible in Video,Fish 4 not visible,
20150717,AM,Copper,4,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on top,
20150717,AM,Copper,4,,2,2,4,4,4,4,0,0,0,0,,Fish 2 on left,
20150717,AM,Copper,4,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on right,
20150717,AM,Copper,5,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on right,
20150717,AM,Copper,5,,2,2,4,4,4,4,0,0,1,1,,Fish 2 on left,
20150717,AM,Copper,5,,3,3,4,4,4,4,0,0,0,0,,Fish 3 on far left above rock,
20150717,AM,Copper,6,,1,1,4,4,1,1,0,0,0,0,28s Swimming/ 28s Visible,Fish 1 in bottom middle,
20150717,AM,Copper,6,,2,2,1,1,2,2,0,0,0,0,,Fish 2 in bottom left,
20150717,AM,Copper,6,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150717,AM,Copper,7,,1,1,2,2,4,4,0,0,0,0,20s Swimming/ 61s Visible (33%),Fish 1 on top,
20150717,AM,Copper,7,,2,2,3,3,2,2,0,0,0,0,34s Swimming/ 61s Visible (56%),Fish 2 on middle top,
20150717,AM,Copper,7,,3,3,4,4,3,3,0,0,0,0,,Fish 3 on middle bottom,
20150717,AM,Copper,7,,4,4,4,4,2,3,0,0,0,0,,Fish 4 on bottom,
20150717,AM,Copper,8,,1,1,2,2,3,2,0,0,0,0,4s Swimming/ 61s Visible (7%),Fish 1 on top,
20150717,AM,Copper,8,,2,2,3,3,3,3,0,0,0,0,38s Swimming/ 61s Visible (63%),Fish 2 in middle,
20150717,AM,Copper,8,,3,3,4,4,2,2,0,0,0,0,,Fish 3 on bottom,
20150717,AM,Copper,9,,1,1,4,4,4,4,0,0,0,0,,Fish 1 on center right,
20150717,AM,Copper,9,,2,2,1,1,,,0,0,0,0,,Fish 2 not visible,
20150717,AM,Copper,9,,3,3,,,,,,,0,0,Not Visible in Video,Fish 3 not visible,
20150717,AM,Copper,10,,1,1,4,4,4,4,0,0,0,0,,Fish 1 in center,
20150717,AM,Copper,11,,1,1,2,2,1,1,0,,0,0,4s Swimming/ 69s Visible (6%),Fish 1 in center by rock,
20150717,AM,Copper,11,,2,2,1,2,2,2,0,,0,0,Wiggles under rock a little,Fish 2 on top of water column  ,
